"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","US dollar",
"202505","502","United States","9602","Worked vegetable or mineral carving material and articles of 96.02 these materials; moulded or carved articles of wax, of stearin, of natural gums or natural resins or of modelling pastes, and other moulded or carved articles, not elsewhere specified or included; worked, unhardened gelatin (except gelatin of heading 35.03) and articles of unhardened gelatin.","2,224,792",
"202505","502","United States","9603","Brooms, brushes (including brushes constituting parts of machines, appliances or vehicles), handoperated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees).","78,186,138",
"202505","502","United States","9604","Hand sieves and hand riddles.","19,543",
"202505","502","United States","9605","Travel sets for personal toilet, sewing or shoe or clothes cleaning.","2,345,062",
"202505","502","United States","9606","Buttons, pressfasteners, snapfasteners and pressstuds, button moulds and other parts of these articles; button blanks.","832,888",
"202505","502","United States","9607","Slide fasteners and parts thereof.","948,736",
"202505","502","United States","9608","Ball point pens; felt tipped and other poroustipped pens and markers; fountain pens, stylograph pens and other pens; duplicating stylos; propelling or sliding pencils; penholders, pencilholders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 96.09.","45,495,339",
"202505","502","United States","9609","Pencils (other than pencils of heading 96.08), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks.","9,961,215",
"202505","502","United States","9610","Slates and boards, with writing or drawing surfaces, whether or not framed.","15,311,633",
"202505","502","United States","9611","Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; handoperated composing sticks and hand printing sets incorporating such composing sticks.","811,164",
"202505","502","United States","9612","Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether or not on spools or in cartridges; inkpads, whether or not inked, with or without boxes.","2,257,896",
"202505","502","United States","9613","Cigarette lighters and other lighters, whether or not mechanical or electrical, and parts thereof other than flints and wicks.","6,419,889",
"202505","502","United States","9614","Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof.","2,876,326",
"202505","502","United States","9615","Combs, hairslides and the like; hairpins, curling pins, curling grips, haircurlers and the like, other than those of heading 85.16,and parts thereof.","27,254,757",
"202505","502","United States","9616","Scent sprays and similar toilet sprays, and mounts and heads therefor; powderpuffs and pads for the application of cosmetics or toilet preparations.","12,286,699",
"202505","502","United States","9617","Vacuum flasks and other vacuum vessels, complete; parts thereof other than glass inners.","109,896,290",
"202505","502","United States","9618","Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing.","2,837,024",
"202505","502","United States","9619","Sanitary towels (pads) and tampons, napkins (diapers), napkin liners and similar articles, of any material.","59,053,892",
"202505","502","United States","9620","Monopods, bipods, tripods and similar articles.","12,449,551",
"202505","502","United States","9701","Paintings, drawings and pastels, executed entirely by hand, other than drawings of heading 49.06 and other than hand-painted or hand-decorated manufactured articles; collages，mosaics and similar decorative plaques.","2,352,534",
"202505","502","United States","9703","Original sculptures and statuary, in any material.","7,500",
"202505","502","United States","9704","Postage or revenue stamps, stamppostmarks, firstday covers, postal stationery (stamped paper), and the like, used or unused, other than those of heading 49.07.","2",
